sentence_id,something_1,used,for,something_2,something_1_first_index,something_1_last_index,used_first_index,used_last_index,for_first_index,for_last_index,something_2_first_index,something_2_last_index,sentence_text
9928048,speeds,used,for,crawling,17,17,18,18,19,19,21,21,Most vehicles have a low - geared transfer case to make the most torque in the low speeds used for rock crawling .
9931117,tent,used,for,meetings,30,30,31,31,32,32,33,33,"The camp consisted of approximately 100 canvas tents , each containing a wood stove and a bare light bulb , as well as laundry and bathroom facilities and one public tent used for meetings , dances and church services ."
9931665,bayonet,used,for,rifle,5,5,6,6,11,11,14,14,"The M6 Bayonet is a bayonet used by the U.S. military for the M14 rifle , it can also be used with the Mk 14 Enhanced Battle Rifle as well M39 Enhanced Marksman Rifle ."
9933860,route,used,for,trade,26,26,27,27,28,28,29,29,"In medieval times , Merv was one of the great cities of the Islamic world and an important stop on the Silk Road , a caravan route used for trade with China until the mid-15th century ."
9939292,solvents,used,for,reactions,21,21,22,22,23,23,25,25,"Solid samples , especially when finely divided , and residues from reactions can be pyrophoric , which can ignite the organic solvents used for such reactions ."
9940184,symbols,used,for,date,1,1,2,2,3,3,5,5,"Repeated symbols used for ranking date to Mariana Starke 's 1820 guidebook , which used exclamation points to indicate works of art of special value :"
9940348,characters,used,for,ratings,5,5,6,6,7,7,9,9,The Unicode Standard encodes several characters used for star ratings :
9950740,cardboard,used,for,applicator,12,12,13,13,14,14,16,16,"They wanted to introduce tampons to the German market , but the cardboard used for the applicator in the American tampon product Tampax , which at the time dominated the market , was unavailable in post - war Germany ."
9972142,designation,used,for,collection,9,9,10,10,11,11,13,13,"Maryland Route 980 ( MD 980 ) is a designation used for a collection of five service roads in the U.S. state of Maryland along MD 4 , four in Bristol and Waysons Corner in southern Anne Arundel County and one near Upper Marlboro in southern Prince George 's County ."
9972382,songs,used,for,storyline,8,8,9,9,10,10,15,15,He was also allowed to select the three songs used for his character Kurt 's storyline ; the other two songs were selected by the rest of the show 's writers .
9979990,place,used,for,breeding,4,4,7,7,8,8,10,10,"A pheasantry is a place or facility used for captive breeding and rearing pheasants , peafowls and other related birds , which may or may not be confined with enclosures such as aviaries ."
9980569,designation,used,for,macropod,6,6,8,8,9,9,11,11,The term wallaby is an informal designation generally used for any macropod that is smaller than a kangaroo or wallaroo that has not been designated otherwise .
9981038,work,used,for,report,13,13,23,23,24,24,26,26,"In his response Gest did not provide details on the content of the work by the "" Direction centrale des renseignements généraux "" used for the report , but advised Kennel to ask the "" Observatoire interministériel sur les sectes "" for more information ."
9986922,space,used,for,competitions,5,5,31,31,32,32,36,36,"F1D models require a large space , such as a sports hall , aircraft or dirigible hangar , with the famous atrium of the West Baden Springs Hotel having been previously used for indoor free flight competitions in the United States , and there is even a salt mine in Romania underground that has hosted the FAI world F1D championships several times ."
9987697,constituencies,used,for,parliament,8,8,9,9,10,10,13,13,"Heidelberg is one of the 299 single member constituencies used for the German parliament , the Bundestag ."
9992441,frequency,used,for,broadcasting,2,2,6,6,7,7,13,13,"The highest frequency to have been used for NTSC - M terrestrial TV broadcasting , it was formerly used by a handful of television stations in North America which broadcast on 884 - 890 MHz ."
9996847,design,used,for,duties,36,36,37,37,38,38,41,41,Aspinall built more of slightly modified versions of Wright 's 0 - 6 - 0 and 4 - 4 - 0 designs but was concerned with some aspects of the 0 - 4 - 4 T design used for local passenger duties .
10004654,cups,used,for,coffee,6,6,7,7,8,8,10,10,Many were sets of the small cups used for Turkish coffee .
10010826,idea,used,for,purposes,20,20,26,26,27,27,29,29,"In tombs , cosmetic palettes were found buried in gold with the deceased as grave goods which further emphasized the idea that cosmetics were not only used for aesthetic purposes but rather magical and religious purposes ."
10011867,tractors,used,for,mowing,10,10,11,11,12,12,14,14,"Size and output are dependent on application , with smaller tractors used for lawn mowing , landscaping , orchard work , and truck farming , and larger tractors for vast fields of wheat , maize , soy , and other bulk crops ."
10012899,pool,used,for,competitions,25,25,26,26,27,27,34,34,"Her body was found on June 9 , in the basement of an abandoned building that hosted what was once an Olympic - sized swimming pool used for the 1979 Pan American Games water competitions ."
10014995,creatures,used,for,food,26,26,27,27,28,28,29,29,"CreatureKind is an organization which exists "" to encourage Christians to recognize faith - based reasons for caring about the well - being of fellow animal creatures used for food , and to take practical action in response "" ."
10015520,textbooks,used,for,training,23,23,24,24,25,25,28,28,"This follows a career as a teacher , researcher , academic and government policy officer , author and series editor of the main textbooks used for secondary teacher training in the UK ."
10016426,spacecraft,used,for,spaceflights,5,5,6,6,7,7,11,11,The Vostok 3KA was the spacecraft used for the first human spaceflights .
10018012,barrels,used,for,shipment,4,4,8,8,9,9,10,10,"Closed - head steel barrels and drums now used for shipment of chemicals and petroleum products have a standardized bunghole arrangement , with one 2 inch NPT and one 3/4 inch NPT threaded bunghole on opposite sides of the top head ."
10018126,plate,used,for,pressing,40,40,41,41,42,42,43,43,"Changes to master disc manufacturing methods , including the DMM or Direct Metal Mastering system , made it possible to make many copies of a master cut non - destructively , so a recut was no longer necessary when the plate used for pressing became worn ."
10018173,one,used,for,pressing,20,20,21,21,22,22,25,25,"A first cut could be a rejected cut , and a cut # 2 or later could actually be the one used for the first pressing as issued to the public ."
10018430,components,used,for,research,12,12,13,13,14,14,17,17,The Eclipse Science Working Group is a collaboration of people developing software components used for basic scientific research .
10025707,platform,used,for,Class,2,2,3,3,4,4,9,9,The W164 platform used for the new M - Class is shared with the new GL - Class and is a unibody type rather than the former ( W163 ) body - on - frame used by the M - Class vehicles produced from 1998–2005 .
10027782,chances,used,for,purposes,3,3,8,8,9,9,11,11,"While reducing the chances of the hostel being used for criminal purposes , it was a major hindrance for relations with the opposite sex and for planning , starting , and raising a family ."
10034752,device,used,for,graphics,13,13,14,14,15,15,17,17,"A vector monitor , vector display , or calligraphic display is a display device used for computer graphics up through the 1970s ."
10037730,speculation,used,for,advertisement,4,4,13,13,14,14,16,16,This has led to speculation that an image of the Warnemünde lighthouse was used for the advertisement .
10040025,Suits,used,for,racing,0,0,1,1,2,2,4,4,"Suits used for kart racing are not typically fire retardant , but rather are made to be abrasion resistant using leather , nylon or cordura ."
10040026,Suits,used,for,racing,0,0,1,1,2,2,4,4,"Suits used for motorcycle racing , called motorcycle leathers , are also designed to be abrasion resistant ."
10047732,Dinghy,used,for,series,27,27,29,29,30,30,32,32,"In Bermuda , the Bermuda rig , now almost universal on small sailing vessels , can still be seen in its purest form in the Bermuda Fitted Dinghy , used for a series of races contested each year by the colony 's yacht clubs ."
10048042,phrases,used,for,individuals,25,25,28,28,29,29,31,31,"After mentioning one of the names of God , such as "" Allah "" , an expression of worship is used as opposed to the phrases of supplication used for regular individuals ."
10051387,evidence,used,for,months,2,2,10,10,14,14,16,16,There was evidence that at least one crypt had been used as a dwelling for some months .
10076151,technology,used,for,requirements,33,33,34,34,43,43,52,52,"PCB Piezotronics , Inc. is a designer and manufacturer of microphones , vibration , pressure , force , torque , load , and strain sensors , as well as the pioneer of ICP technology used by design engineers and predictive maintenance professionals worldwide for test , measurement , monitoring , and control requirements in automotive , aerospace , industrial , R&D , military , educational , commercial , OEM applications , and more ."
10076908,stadium,used,for,matches,16,16,17,17,19,19,22,22,"The Seoul World Cup Stadium ( ) , also known as Sangam Stadium , is a stadium used mostly for association football matches ."
